Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Room,Encoded_First_Name
,2,1,24,1,1,37.0042,C,,,673
,2,1,31,0,0,21,S,,,3
,3,0,27,0,0,8.6625,S,,,19
,1,1,25,1,0,55.4417,C,5,50,710
,3,1,,1,9,69.55,S,,,556
,3,0,,1,0,14.4583,C,,,266
,3,1,22,0,0,39.6875,S,,,11
,1,1,45,0,1,59.4,C,,,71
,2,0,29,0,0,13.8583,C,,,494
,2,0,21,1,0,11.5,S,,,284
,1,1,31,0,0,134.5,C,5,39 E41,381
,1,0,49,0,0,0,S,2,52 B54 B56,791
,2,0,44,0,0,13,S,,,669
,1,1,54,1,1,81.8583,S,1,34,699
,1,1,45,0,0,262.375,C,,,173
,3,1,22,2,0,8.6625,S,,,98
,2,0,21,0,0,11.5,S,,,325
,1,0,55,0,0,50,S,3,39,705
,3,0,5,4,2,31.3875,S,,,462
,3,0,,0,0,7.75,Q,,,656
,3,0,26,0,0,7.8792,Q,,,532
,3,1,,0,0,14.5,S,,,453
,3,1,19,1,0,16.1,S,,,36
,2,0,,0,0,12.875,S,,,738
,2,1,24,1,2,65,S,,,137
,3,0,24,0,0,7.775,S,,,677
,2,0,57,0,0,13,S,,,468
,3,0,21,0,0,7.75,Q,,,551
,3,0,6,3,1,21.075,S,,,109
,1,0,23,0,0,93.5,S,2,24,777
,1,1,51,0,1,39.4,S,4,28,118
,3,0,13,0,2,20.25,S,,,404
,2,0,47,0,0,10.5,S,,,539
,3,0,29,3,1,22.025,S,,,357
,1,1,18,1,0,60,S,3,31,229
,3,0,24,0,0,7.25,Q,,,203
,1,1,48,1,1,79.2,C,2,41,615
,3,0,22,0,0,7.775,S,,,39
,3,0,31,0,0,7.7333,Q,,,781
,1,1,30,0,0,164.8667,S,3,7,450
,2,0,38,1,0,21,S,,,414
,1,1,22,0,1,59.4,C,,,531
,1,0,17,0,0,47.1,S,,,604
,1,0,43,1,0,27.7208,C,4,40,535
,2,0,20,0,0,13.8625,C,4,38,675
,2,0,23,1,0,10.5,S,,,120
,1,0,50,1,1,211.5,C,3,80,790
,3,1,,0,0,7.7208,Q,,,317
,3,1,3,1,1,13.775,S,,,366
,3,1,,0,0,7.75,Q,,,733
,1,1,37,1,0,90,Q,3,78,338
,3,1,28,0,0,7.775,S,,,151
,3,0,,0,0,8.05,S,,,40
,1,1,39,0,0,108.9,C,3,105,408
,3,0,38.5,0,0,7.25,S,,,711
,3,0,,0,0,8.05,S,,,390
,3,0,,1,1,22.3583,C,,,509
